"","Season","School","coach_factor","Conference","Coach","TeamID","player_factor","total_factor"
"3067",2011,"McNeese State",1.45819872259859,"Southland","Dave Simmons",1270,17.019,18.4771987225986
"3068",2010,"Florida Atlantic",7.96542592998716,"Sun Belt","Mike Jarvis",1194,10.509,18.4744259299872
"3069",2012,"Eastern Washington",0.312215349352291,"Big Sky","Jim Hayford",1186,18.157,18.4692153493523
"3070",2011,"Towson",10.1257259563989,"CAA","Pat Kennedy",1406,8.341,18.4667259563989
"3071",2024,"North Texas",0.395958224205364,"AAC","Ross Hodge",1317,18.07,18.4659582242054
"3072",2013,"Elon",1.22656777561356,"Southern","Matt Matheny",1189,17.238,18.4645677756136
"3073",2016,"Central Michigan",2.80450683451648,"MAC","Keno Davis",1141,15.66,18.4645068345165
"3074",2014,"Texas A&M-Corpus Christi",5.16310759494208,"Southland","Willis Wilson",1394,13.298,18.4611075949421
"3075",2013,"Cal State Bakersfield",4.49307115724707,"Ind","Rod Barnes",1167,13.955,18.4480711572471
"3076",2011,"Hawaii",0.404853454210401,"WAC","Gib Arnold",1218,18.029,18.4338534542104
"3077",2025,"Dartmouth",1.58434870249358,"Ivy","David McLaughlin",1171,16.843,18.4273487024936
"3078",2021,"South Carolina",5.61247458326969,"SEC","Frank Martin",1376,12.809,18.4214745832697
"3079",2023,"Campbell",3.22200585311916,"Big South","Kevin McGeehan",1144,15.197,18.4190058531192
"3080",2011,"Albany (NY)",2.68430887369388,"AmEast","Will Brown",1107,15.734,18.4183088736939
"3081",2011,"Dayton",3.57447240586708,"A-10","Brian Gregory",1173,14.843,18.4174724058671
"3082",2022,"Boston College",2.91187878205448,"ACC","Earl Grant",1130,15.503,18.4148787820545
"3083",2019,"UC-Irvine",3.91081611471139,"Big West","Russ Turner",1414,14.503,18.4138161147114
"3084",2024,"George Mason",0.417724544877288,"A-10","Tony Skinn",1206,17.996,18.4137245448773
"3085",2013,"George Washington",3.10315952842015,"A-10","Mike Lonergan",1203,15.31,18.4131595284202
"3086",2013,"LIU",0.414033593324354,"NEC","Jack Perri",1254,17.993,18.4070335933244
"3087",2016,"Dartmouth",4.74285716358216,"Ivy","Paul Cormier",1171,13.662,18.4048571635822
"3088",2020,"Southern Utah",1.29115510391684,"Big Sky","Todd Simon",1381,17.104,18.3951551039168
"3089",2010,"Louisiana",1.66194316965022,"Sun Belt","Robert Lee",1418,16.733,18.3949431696502
"3090",2020,"Portland State",1.12836593398861,"Big Sky","Barret Peery",1340,17.266,18.3943659339886
"3091",2013,"Central Connecticut",5.44655955113596,"NEC","Howie Dickenman",1148,12.936,18.382559551136
"3092",2017,"Loyola (MD)",0.979107002255762,"Patriot","G.G. Smith",1259,17.402,18.3811070022558
"3093",2023,"Brown",2.81106307562002,"Ivy","Mike Martin",1135,15.57,18.38106307562
"3094",2022,"Montana State",1.16711988977475,"Big Sky","Danny Sprinkle",1286,17.203,18.3701198897747
"3095",2022,"Jackson State",2.47526552694624,"SWAC","Wayne Brent",1238,15.892,18.3672655269462
"3096",2021,"Jacksonville",3.05746005802403,"A-Sun","Tony Jasick",1239,15.306,18.363460058024
"3097",2022,"Marist",4.1196844666039,"MAAC","John Dunne",1265,14.235,18.3546844666039
"3098",2024,"Kansas State",0.975908586048393,"Big 12","Jerome Tang",1243,17.378,18.3539085860484
"3099",2025,"Delaware",3.05984628685215,"CAA","Martin Ingelsby",1174,15.289,18.3488462868522
"3100",2023,"College of Charleston",4.874635710119,"CAA","Pat Kelsey",1158,13.473,18.347635710119
"3101",2020,"Winthrop",3.39375881755185,"Big South","Pat Kelsey",1457,14.949,18.3427588175519
"3102",2023,"Southern Illinois",1.39104392167486,"MVC","Bryan Mullins",1356,16.95,18.3410439216749
"3103",2022,"Delaware",1.9761405677878,"CAA","Martin Ingelsby",1174,16.357,18.3331405677878
"3104",2011,"Iowa",5.45035240030707,"Big Ten","Fran McCaffery",1234,12.879,18.3293524003071
"3105",2010,"Washington State",1.9342228974694,"Pac-10","Ken Bone",1450,16.38,18.3142228974694
"3106",2015,"Fordham",4.13687018292576,"A-10","Tom Pecora",1200,14.175,18.3118701829258
"3107",2018,"Kent State",2.88779828616539,"MAC","Rob Senderoff",1245,15.423,18.3107982861654
"3108",2021,"Illinois State",3.24658566608213,"MVC","Dan Muller",1229,15.064,18.3105856660821
"3109",2019,"Cal State Fullerton",1.7231497322681,"Big West","Dedrique Taylor",1168,16.583,18.3061497322681
"3110",2025,"Montana",4.70258510251257,"Big Sky","Travis DeCuire",1285,13.6,18.3025851025126
"3111",2019,"UNLV",5.11648821359212,"MWC","Marvin Menzies",1424,13.18,18.2964882135921
"3112",2011,"Boston University",0.87126690710348,"AmEast","Patrick Chambers",1131,17.418,18.2892669071035
"3113",2023,"Louisiana Tech",0.310481080034466,"CUSA","Talvin Hester",1256,17.971,18.2814810800345
"3114",2017,"UMBC",0.609400600451448,"AmEast","Ryan Odom",1420,17.667,18.2764006004514
"3115",2015,"Southeast Missouri State",5.59442983366745,"OVC","Dickey Nutt",1369,12.677,18.2714298336674
"3116",2025,"Cornell",0.3764253374131,"Ivy","Jon Jaques",1165,17.885,18.2614253374131
"3117",2019,"NJIT",0.979155957605875,"A-Sun","Brian Kennedy",1312,17.276,18.2551559576059
"3118",2025,"UNC Wilmington",2.20806021739653,"CAA","Takayo Siddle",1423,16.044,18.2520602173965
"3119",2013,"Penn State",1.32784690377245,"Big Ten","Patrick Chambers",1336,16.922,18.2498469037725
"3120",2019,"UAB",1.18648710428821,"CUSA","Rob Ehsan",1412,17.063,18.2494871042882
"3121",2017,"Navy",5.97252505976766,"Patriot","Ed DeChellis",1298,12.271,18.2435250597677
"3122",2025,"Texas Southern",8.65188809852612,"SWAC","Johnny Jones",1411,9.585,18.2368880985261
"3123",2025,"Manhattan",4.01773251464276,"MAAC","John Gallagher",1264,14.219,18.2367325146428
"3124",2011,"Jackson State",4.86594261166947,"SWAC","Tevester Anderson",1238,13.37,18.2359426116695
"3125",2012,"Purdue Fort Wayne",0.225999561467063,"Summit","Tony Jasick",1236,18.008,18.2339995614671
"3126",2017,"UT-Martin",0.461594728677327,"OVC","Anthony Stewart",1404,17.77,18.2315947286773
"3127",2024,"Villanova",1.06032738621548,"Big East","Kyle Neptune",1437,17.168,18.2283273862155
"3128",2013,"Tennessee Tech",0.643460789056936,"OVC","Steve Payne",1399,17.582,18.2254607890569
"3129",2025,"UC-Riverside",1.85015041420657,"Big West","Mike Magpayo",1415,16.375,18.2251504142066
"3130",2019,"Indiana State",3.07576291528005,"MVC","Greg Lansing",1232,15.142,18.2177629152801
"3131",2013,"USC",4.5591700200415,"Pac-12","Kevin O'Neill",1425,13.658,18.2171700200415
"3132",2017,"Oral Roberts",6.82061532473235,"Summit","Scott Sutton",1331,11.39,18.2106153247323
"3133",2023,"Air Force",5.51600967877272,"MWC","Joe Scott",1102,12.692,18.2080096787727
"3134",2013,"UTSA",2.20263290016995,"WAC","Brooks Thompson",1427,15.999,18.2016329001699
"3135",2022,"Howard",0.437243504692852,"MEAC","Kenneth Blakeney",1224,17.754,18.1912435046929
"3136",2023,"Ohio",2.76994562063262,"MAC","Jeff Boals",1325,15.419,18.1889456206326
"3137",2014,"St. Peter's",1.79082339188218,"MAAC","John Dunne",1389,16.389,18.1798233918822
"3138",2023,"Western Illinois",4.63877919616952,"Summit","Rob Jeter",1442,13.54,18.1787791961695
"3139",2015,"Santa Clara",2.65893010606642,"WCC","Kerry Keating",1365,15.514,18.1729301060664
"3140",2012,"Holy Cross",2.45355891096694,"Patriot","Milan Brown",1221,15.718,18.1715589109669
"3141",2010,"Davidson",7.96342613854524,"Southern","Bob McKillop",1172,10.201,18.1644261385452
"3142",2020,"Texas-Rio Grande Valley",1.22623133703633,"WAC","Lew Hill",1410,16.936,18.1622313370363
"3143",2016,"Portland",2.91023775149493,"WCC","Eric Reveno",1339,15.237,18.1472377514949
"3144",2017,"Marquette",1.0817485138535,"Big East","Steve Wojciechowski",1266,17.065,18.1467485138535
"3145",2015,"Winthrop",1.10354733582969,"Big South","Pat Kelsey",1457,17.042,18.1455473358297
"3146",2020,"UAB",1.57710389510583,"CUSA","Rob Ehsan",1412,16.564,18.1411038951058
"3147",2016,"Wofford",4.82467470348412,"Southern","Mike Young",1459,13.314,18.1386747034841
"3148",2017,"USC Upstate",4.99265575964214,"A-Sun","Eddie Payne",1367,13.146,18.1386557596421
"3149",2013,"Fairfield",2.22440005253894,"MAAC","Sydney Johnson",1193,15.91,18.1344000525389
"3150",2024,"Seattle",1.37493799678457,"WAC","Chris Victor",1370,16.759,18.1339379967846
"3151",2019,"Bowling Green",1.39696638740106,"MAC","Michael Huger",1132,16.735,18.1319663874011
"3152",2015,"Detroit Mercy",5.90482635599198,"Horizon","Ray McCallum",1178,12.225,18.129826355992
"3153",2023,"Fordham",0.525801292275222,"A-10","Keith Urgo",1200,17.603,18.1288012922752
"3154",2023,"Vanderbilt",1.26905112863427,"SEC","Jerry Stackhouse",1435,16.859,18.1280511286343
"3155",2024,"UNC Asheville",1.97790406147771,"Big South","Mike Morrell",1421,16.145,18.1229040614777
"3156",2015,"North Florida",2.00289835638521,"A-Sun","Matthew Driscoll",1316,16.119,18.1218983563852
"3157",2018,"Elon",2.90492020341604,"CAA","Matt Matheny",1189,15.209,18.113920203416
"3158",2016,"Nevada",0.498601195397326,"MWC","Eric Musselman",1305,17.61,18.1086011953973
"3159",2021,"Manhattan",3.05646229027516,"MAAC","Steve Masiello",1264,15.052,18.1084622902752
"3160",2018,"Charleston Southern",3.64229064208245,"Big South","Barclay Radebaugh",1149,14.46,18.1022906420824
"3161",2017,"Towson",1.99775034314768,"CAA","Pat Skerry",1406,16.104,18.1017503431477
"3162",2023,"LSU",3.48797012870793,"SEC","Matt McMahon",1261,14.613,18.1009701287079
"3163",2016,"Marshall",0.585724307378385,"CUSA","Dan D'Antoni II",1267,17.511,18.0967243073784
"3164",2020,"Lehigh",4.75846506751113,"Patriot","Brett Reed",1250,13.332,18.0904650675111
"3165",2011,"Denver",3.05640312519121,"Sun Belt","Joe Scott",1176,15.034,18.0904031251912
"3166",2025,"Richmond",7.81633077136732,"A-10","Chris Mooney",1350,10.274,18.0903307713673
"3167",2026,"Yale",9.19453801219258,"Ivy","James Jones",1463,8.893,18.0875380121926
"3168",2024,"Appalachian State",2.66624448203633,"Sun Belt","Dustin Kerns",1111,15.42,18.0862444820363
"3169",2014,"UCF",2.72089133832458,"AAC","Donnie Jones",1416,15.36,18.0808913383246
"3170",2025,"Utah Valley",0.85367979700122,"WAC","Todd Phillips",1430,17.22,18.0736797970012
"3171",2025,"Maine",0.999389099647171,"AmEast","Chris Markwood",1263,17.074,18.0733890996472
"3172",2010,"Kent State",0.897443841356229,"MAC","Geno Ford",1245,17.166,18.0634438413562
"3173",2011,"Western Kentucky",1.28375577103049,"Sun Belt","Ken McDonald",1443,16.775,18.0587557710305
"3174",2012,"Lipscomb",3.22513068546746,"A-Sun","Scott Sanderson",1252,14.827,18.0521306854675
"3175",2014,"Western Kentucky",1.05991472170709,"Sun Belt","Ray Harper",1443,16.98,18.0399147217071
"3176",2011,"Ohio",1.16273683793906,"MAC","John Groce",1325,16.876,18.0387368379391
"3177",2019,"Rutgers",4.91067026236637,"Big Ten","Steve Pikiell",1353,13.124,18.0346702623664
"3178",2021,"Norfolk State",2.95478009610934,"MEAC","Robert Jones",1313,15.073,18.0277800961093
"3179",2021,"Utah Valley",0.461125746266969,"WAC","Mark Madsen",1430,17.561,18.022125746267
"3180",2022,"Air Force",5.22200012043583,"MWC","Joe Scott",1102,12.792,18.0140001204358
"3181",2013,"Army",1.10825079921202,"Patriot","Zach Spiker",1119,16.901,18.009250799212
"3182",2020,"Canisius",5.49233461024287,"MAAC","Reggie Witherspoon",1145,12.51,18.0023346102429
"3183",2014,"Tulane",2.36962501255184,"CUSA","Ed Conroy",1408,15.632,18.0016250125518
"3184",2023,"Texas A&M-Corpus Christi",0.979823149091698,"Southland","Steve Lutz",1394,17.02,17.9998231490917
"3185",2022,"Marshall",2.90493067286353,"CUSA","Dan D'Antoni II",1267,15.092,17.9969306728635
"3186",2010,"Campbell",1.49988495532092,"A-Sun","Robbie Laing",1144,16.481,17.9808849553209
"3187",2022,"Dartmouth",0.958841570515456,"Ivy","David McLaughlin",1171,17.022,17.9808415705155
"3188",2019,"Eastern Washington",0.74687622630093,"Big Sky","Shantay Legans",1186,17.232,17.9788762263009
"3189",2016,"Navy",5.64133870981206,"Patriot","Ed DeChellis",1298,12.337,17.9783387098121
"3190",2014,"Marist",0.252216888577787,"MAAC","Jeff Bower",1265,17.723,17.9752168885778
"3191",2015,"Minnesota",1.26741985388039,"Big Ten","Richard Pitino",1278,16.7,17.9674198538804
"3192",2013,"Ball State",3.43075039783394,"MAC","Billy Taylor",1123,14.529,17.9597503978339
"3193",2011,"Hampton",0.793683942513869,"MEAC","Edward Joyner Jr",1214,17.157,17.9506839425139
"3194",2017,"Tulsa",5.46964053593695,"AAC","Frank Haith",1409,12.476,17.945640535937
"3195",2020,"St. Francis (NY)",3.01512578934168,"NEC","Glenn Braica",1383,14.929,17.9441257893417
"3196",2025,"DePaul",5.51456965722684,"Big East","Chris Holtmann",1177,12.428,17.9425696572268
"3197",2018,"Boston University",4.32548952518552,"Patriot","Joe Jones",1131,13.616,17.9414895251855
"3198",2013,"UAB",0.331761601432817,"CUSA","Jerod Haase",1412,17.609,17.9407616014328
"3199",2025,"Wofford",0.999024836130222,"Southern","Dwight Perry",1459,16.939,17.9380248361302
"3200",2025,"St. Thomas",1.52089039754339,"Summit","John Tauer",1472,16.415,17.9358903975434
"3201",2019,"Xavier",0.395175918935977,"Big East","Travis Steele",1462,17.54,17.935175918936
"3202",2017,"Florida International",3.11999737491156,"CUSA","Anthony Evans",1198,14.813,17.9329973749116
"3203",2021,"FDU",2.0995082750391,"NEC","Greg Herenda",1192,15.833,17.9325082750391
"3204",2010,"Green Bay",2.82577619113514,"Horizon","Tod Kowalczyk",1453,15.106,17.9317761911351
"3205",2018,"Louisiana Tech",1.30732942541814,"CUSA","Eric Konkol",1256,16.62,17.9273294254181
"3206",2013,"Holy Cross",2.70263398789417,"Patriot","Milan Brown",1221,15.22,17.9226339878942
"3207",2011,"Penn",0.396300340212384,"Ivy","Jerome Allen",1335,17.521,17.9173003402124
"3208",2011,"Ball State",2.80847171567408,"MAC","Billy Taylor",1123,15.108,17.9164717156741
"3209",2023,"Stanford",3.99232620882921,"Pac-12","Jerod Haase",1390,13.92,17.9123262088292
"3210",2026,"Virginia Tech",8.79874853144318,"ACC","Mike Young",1439,9.112,17.9107485314432
"3211",2013,"Appalachian State",0.915995794336579,"Southern","Jason Capel",1111,16.994,17.9099957943366
"3212",2023,"North Dakota State",3.64032315021716,"Summit","David Richman",1295,14.268,17.9083231502172
"3213",2025,"Iona",1.12012020412434,"MAAC","Tobin Anderson",1233,16.786,17.9061202041243
"3214",2014,"Wake Forest",3.36863903815921,"ACC","Jeff Bzdelik",1448,14.528,17.8966390381592
"3215",2019,"Howard",3.01600550696346,"MEAC","Kevin Nickelberry",1224,14.876,17.8920055069635
"3216",2021,"Cleveland State",0.627266860621502,"Horizon","Dennis Gates",1156,17.261,17.8882668606215
"3217",2010,"Buffalo",2.99594220517554,"MAC","Reggie Witherspoon",1138,14.889,17.8849422051755
"3218",2020,"Cal State Fullerton",1.95410264117174,"Big West","Dedrique Taylor",1168,15.929,17.8831026411717
"3219",2016,"Denver",4.88606962316437,"Summit","Joe Scott",1176,12.997,17.8830696231644
"3220",2010,"Oklahoma",3.34923226952828,"Big 12","Jeff Capel III",1328,14.529,17.8782322695283
"3221",2020,"Jackson State",1.99807383693014,"SWAC","Wayne Brent",1238,15.874,17.8720738369301
"3222",2022,"Rider",3.34977893967181,"MAAC","Kevin Baggett",1351,14.518,17.8677789396718
"3223",2013,"Marshall",2.82018248280496,"CUSA","Tom Herrion",1267,15.042,17.862182482805
"3224",2014,"Milwaukee",3.1224901353799,"Horizon","Rob Jeter",1454,14.732,17.8544901353799
"3225",2020,"Hawaii",0.164974562234094,"Big West","Chris Gerlufsen",1218,17.681,17.8459745622341
"3226",2012,"Bradley",1.55415711824439,"MVC","Geno Ford",1133,16.279,17.8331571182444
"3227",2014,"Sacramento State",1.16595193821668,"Big Sky","Brian Katz",1170,16.665,17.8309519382167
"3228",2012,"Rider",2.47218060129778,"MAAC","Tommy Dempsey",1351,15.348,17.8201806012978
"3229",2011,"Coppin State",8.21938609859031,"MEAC","Fang Mitchell",1164,9.599,17.8183860985903
"3230",2020,"Loyola Marymount",1.68294030283416,"WCC","Mike Dunlap",1258,16.135,17.8179403028342
"3231",2024,"Purdue Fort Wayne",3.72709935933683,"Horizon","Jon Coffman",1236,14.083,17.8100993593368
"3232",2020,"Northern Arizona",0.337952739311374,"Big Sky","Shane Burcar",1319,17.472,17.8099527393114
"3233",2010,"Stony Brook",1.20364074700588,"AmEast","Steve Pikiell",1392,16.588,17.7916407470059
"3234",2013,"UIC",0.689657973912306,"Horizon","Howard Moore",1227,17.101,17.7906579739123
"3235",2018,"Green Bay",1.12158115850935,"Horizon","Linc Darner",1453,16.668,17.7895811585093
"3236",2019,"Loyola Marymount",1.45528711450394,"WCC","Mike Dunlap",1258,16.334,17.7892871145039
"3237",2013,"Old Dominion",7.8966916760782,"CAA","Blaine Taylor",1330,9.892,17.7886916760782
"3238",2017,"Wyoming",0.481336457994952,"MWC","Allen Edwards",1461,17.306,17.787336457995
"3239",2016,"Army",2.11627571217749,"Patriot","Zach Spiker",1119,15.67,17.7862757121775
"3240",2021,"Lamar",5.80078386835678,"Southland","Tic Price",1249,11.972,17.7727838683568
"3241",2010,"Charlotte",4.53383382552326,"A-10","Bobby Lutz",1150,13.23,17.7638338255233
"3242",2024,"South Florida",1.45669412732248,"AAC","Amir Abdur-Rahim",1378,16.304,17.7606941273225
"3243",2025,"Lamar",2.16744064868563,"Southland","Alvin Brooks",1249,15.593,17.7604406486856
"3244",2011,"Middle Tennessee",4.660316011622,"Sun Belt","Kermit Davis Jr",1292,13.099,17.759316011622
"3245",2026,"Harvard",10.3376193379095,"Ivy","Tommy Amaker",1217,7.408,17.7456193379095
"3246",2022,"Duquesne",8.23042033310566,"A-10","Keith Dambrot",1182,9.5,17.7304203331057
"3247",2014,"Hofstra",5.72162738577983,"CAA","Joe Mihalich",1220,12.008,17.7296273857798
"3248",2016,"UNC Asheville",1.13042389820886,"Big South","Nick McDevitt",1421,16.596,17.7264238982089
"3249",2012,"Cal State Northridge",4.92801057762416,"Big West","Bobby Braswell",1169,12.796,17.7240105776242
"3250",2024,"Kent State",5.48734972633869,"MAC","Rob Senderoff",1245,12.226,17.7133497263387
"3251",2019,"East Carolina",3.76439656832287,"AAC","Joe Dooley",1187,13.948,17.7123965683229
"3252",2011,"Milwaukee",2.10237293911322,"Horizon","Rob Jeter",1454,15.609,17.7113729391132
"3253",2021,"Nicholls State",1.10373389055345,"Southland","Austin Claunch",1311,16.605,17.7087338905535
"3254",2011,"Colorado State",1.81039295772352,"MWC","Tim Miles",1161,15.885,17.6953929577235
"3255",2014,"Eastern Michigan",1.0871376359589,"MAC","Rob Murphy",1185,16.602,17.6891376359589
"3256",2024,"California",1.72960375246042,"Pac-12","Mark Madsen",1143,15.95,17.6796037524604
"3257",2017,"Mount St. Mary's",1.73003969751941,"NEC","Jamion Christian",1291,15.947,17.6770396975194
"3258",2020,"Long Beach State",7.92304895001623,"Big West","Dan Monson",1253,9.74,17.6630489500162
"3259",2024,"Air Force",5.69565933922446,"MWC","Joe Scott",1102,11.965,17.6606593392245
"3260",2020,"UT Arlington",0.644903778047756,"Sun Belt","Chris Ogden",1426,17.015,17.6599037780478
"3261",2014,"Coppin State",8.92128720941421,"MEAC","Fang Mitchell",1164,8.735,17.6562872094142
"3262",2020,"Northwestern State",6.45053416464281,"Southland","Mike McConathy",1322,11.203,17.6535341646428
"3263",2014,"Delaware State",4.15791970336011,"MEAC","Greg Jackson",1175,13.493,17.6509197033601
"3264",2012,"Mississippi Valley State",1.04228263966482,"SWAC","Sean Woods",1290,16.608,17.6502826396648
"3265",2024,"BYU",3.89018700921601,"Big 12","Mark Pope",1140,13.759,17.649187009216
"3266",2018,"San Francisco",2.97388230822183,"WCC","Kyle Smith",1362,14.675,17.6488823082218
"3267",2017,"Southeast Missouri State",1.18853889407123,"OVC","Rick Ray",1369,16.456,17.6445388940712
"3268",2019,"Eastern Michigan",2.99331722548956,"MAC","Rob Murphy",1185,14.649,17.6423172254896
"3269",2017,"High Point",2.74474634180127,"Big South","Scott Cherry",1219,14.897,17.6417463418013
"3270",2011,"New Hampshire",6.38100567750643,"AmEast","Bill Herrion",1306,11.249,17.6300056775064
"3271",2010,"Missouri",3.68063821081598,"Big 12","Mike Anderson Sr",1281,13.947,17.627638210816
"3272",2015,"Mercer",4.43040450640873,"Southern","Bob Hoffman",1273,13.188,17.6184045064087
"3273",2021,"Prairie View",1.91744962232684,"SWAC","Byron Smith",1341,15.697,17.6144496223268
"3274",2017,"Gardner-Webb",1.54363429287133,"Big South","Tim Craft",1205,16.069,17.6126342928713
"3275",2016,"North Dakota State",0.890241205401121,"Summit","David Richman",1295,16.716,17.6062412054011
"3276",2012,"Idaho State",1.16511160961418,"Big Sky","Joe O'Brien",1226,16.432,17.5971116096142
"3277",2025,"Virginia",1.80872494551479,"ACC","Ron Sanchez",1438,15.788,17.5967249455148
"3278",2019,"Sam Houston",3.72962634401877,"Southland","Jason Hooten",1358,13.865,17.5946263440188
"3279",2013,"Sacred Heart",3.20018102783363,"NEC","Dave Bike",1357,14.382,17.5821810278336
"3280",2017,"Ball State",1.12045265255983,"MAC","James Whitford",1123,16.459,17.5794526525598
"3281",2026,"Minnesota",4.9289666196269,"Big Ten","Niko Medved",1278,12.647,17.5759666196269
"3282",2013,"Northern Colorado",0.89056551131303,"Big Sky","B.J. Hill",1294,16.682,17.572565511313
"3283",2011,"Sam Houston",0.371880564304956,"Southland","Jason Hooten",1358,17.2,17.571880564305
"3284",2020,"Merrimack",0.419587334589198,"NEC","Joe Gallo",1467,17.151,17.5705873345892
"3285",2018,"Valparaiso",0.810070636256107,"MVC","Matt Lottich",1434,16.757,17.5670706362561
"3286",2025,"Bowling Green",3.34744226904188,"MAC","Todd Simon",1132,14.219,17.5664422690419
"3287",2024,"Ohio",3.18016620836848,"MAC","Jeff Boals",1325,14.378,17.5581662083685
"3288",2020,"Vanderbilt",0.227961108601795,"SEC","Jerry Stackhouse",1435,17.329,17.5569611086018
"3289",2019,"North Florida",3.39216904700438,"A-Sun","Matthew Driscoll",1316,14.158,17.5501690470044
"3290",2012,"North Florida",0.915008159143224,"A-Sun","Matthew Driscoll",1316,16.633,17.5480081591432
"3291",2012,"Cal State Bakersfield",4.20422951871469,"Ind","Rod Barnes",1167,13.338,17.5422295187147
"3292",2015,"Lehigh",3.0165121810488,"Patriot","Brett Reed",1250,14.525,17.5415121810488
"3293",2019,"Illinois",2.80722445692421,"Big Ten","Brad Underwood",1228,14.73,17.5372244569242
"3294",2019,"Cornell",0.729625992903421,"Ivy","Brian Earl",1165,16.797,17.5266259929034
"3295",2018,"UNC Wilmington",0.224592563872757,"CAA","C.B. McGrath",1423,17.295,17.5195925638728
"3296",2017,"Alabama",0.770381413030263,"SEC","Avery Johnson",1104,16.741,17.5113814130303
"3297",2024,"Old Dominion",11.6416791323082,"Sun Belt","Jeff Jones",1330,5.869,17.5106791323083
"3298",2015,"South Carolina",3.37017462971518,"SEC","Frank Martin",1376,14.13,17.5001746297152
"3299",2018,"South Alabama",1.35409760879276,"Sun Belt","Matthew Graves",1375,16.144,17.4980976087928
"3300",2012,"Wright State",0.662901142870366,"Horizon","Billy Donlon",1460,16.833,17.4959011428704
"3301",2014,"Texas-Rio Grande Valley",3.122035270015,"WAC","Dan Hipsher",1410,14.365,17.487035270015
"3302",2017,"Boston University",4.01320789960446,"Patriot","Joe Jones",1131,13.473,17.4862078996045
"3303",2025,"Stephen F. Austin",3.55009080891582,"Southland","Kyle Keller",1372,13.935,17.4850908089158
"3304",2015,"Texas Southern",6.13984875636305,"SWAC","Mike Davis",1411,11.344,17.483848756363
"3305",2018,"Prairie View",0.730303598332154,"SWAC","Byron Smith",1341,16.75,17.4803035983322
"3306",2019,"FDU",1.6876971558202,"NEC","Greg Herenda",1192,15.785,17.4726971558202
"3307",2024,"Indiana",1.30848531261577,"Big Ten","Mike Woodson",1231,16.162,17.4704853126158
"3308",2022,"UMBC",4.97038464115667,"AmEast","Jim Ferry",1420,12.493,17.4633846411567
"3309",2017,"Arkansas State",0.425536568831457,"Sun Belt","Grant McCasland",1117,17.033,17.4585365688315
"3310",2026,"Toledo",9.38232593818475,"MAC","Tod Kowalczyk",1405,8.059,17.4413259381847
"3311",2017,"Samford",0.981542167394046,"Southern","Scott Padgett",1359,16.459,17.440542167394
"3312",2025,"Mercer",2.28557113006711,"Southern","Ryan Ridder",1273,15.153,17.4385711300671
"3313",2017,"San Jose State",0.665926633157526,"MWC","Dave Wojcik",1363,16.77,17.4359266331575
"3314",2023,"Georgia Tech",5.73741020332276,"ACC","Josh Pastner",1210,11.693,17.4304102033228
"3315",2014,"Valparaiso",1.37316926356514,"Horizon","Bryce Drew",1434,16.056,17.4291692635651
"3316",2015,"Austin Peay",8.12959216777504,"OVC","Dave Loos",1122,9.298,17.427592167775
"3317",2014,"Elon",1.59738630694348,"Southern","Matt Matheny",1189,15.804,17.4013863069435
"3318",2019,"Georgetown",0.705915713363744,"Big East","Patrick Ewing",1207,16.695,17.4009157133637
"3319",2010,"Rider",1.72787065711135,"MAAC","Tommy Dempsey",1351,15.664,17.3918706571114
"3320",2025,"UTEP",4.24577906777561,"CUSA","Joe Golding",1431,13.145,17.3907790677756
"3321",2026,"Iowa",1.08313987843036,"Big Ten","Ben McCollum",1234,16.305,17.3881398784304
"3322",2025,"Boston University",6.65498973662362,"Patriot","Joe Jones",1131,10.729,17.3839897366236
"3323",2015,"Ohio",2.98979200286017,"MAC","Saul Phillips",1325,14.388,17.3777920028602
"3324",2022,"Houston Christian",2.84971783445428,"Southland","Ron Cottrell",1223,14.52,17.3697178344543
"3325",2017,"DePaul",3.34854788789499,"Big East","Dave Leitao",1177,14.021,17.369547887895
"3326",2026,"Butler",10.4399251955375,"Big East","Thad Matta",1139,6.921,17.3609251955375
"3327",2021,"Southern Miss",1.93656471770606,"CUSA","Jay Ladner",1379,15.424,17.3605647177061
"3328",2015,"Howard",2.000402900289,"MEAC","Kevin Nickelberry",1224,15.358,17.358402900289
"3329",2025,"Loyola (IL)",1.72505607328804,"A-10","Drew Valentine",1260,15.623,17.348056073288
"3330",2011,"Purdue Fort Wayne",1.70920645962042,"Summit","Dane Fife",1236,15.634,17.3432064596204
"3331",2010,"Cincinnati",2.70166870018181,"Big East","Mick Cronin",1153,14.638,17.3396687001818
"3332",2024,"UNC Wilmington",1.64276514810528,"CAA","Takayo Siddle",1423,15.691,17.3337651481053
"3333",2019,"Bradley",3.17959532165523,"MVC","Brian Wardle",1133,14.151,17.3305953216552
"3334",2026,"Oklahoma",8.02930045745384,"SEC","Porter Moser",1328,9.301,17.3303004574538
"3335",2023,"George Mason",0.704404694330475,"A-10","Kim English",1206,16.623,17.3274046943305
"3336",2018,"Milwaukee",0.330791963550505,"Horizon","Pat Baldwin",1454,16.992,17.3227919635505
"3337",2025,"Cleveland State",1.35410440004316,"Horizon","Daniyal Robinson",1156,15.963,17.3171044000432
"3338",2018,"American",1.30859477969442,"Patriot","Mike Brennan",1110,16.008,17.3165947796944
"3339",2017,"Omaha",1.57963194618072,"Summit","Derrin Hansen",1303,15.736,17.3156319461807
